,deep_features,hashtag,name,pic
388,[0.57307273 0.         0.         ... 0.51920325 0.         0.        ],architecture,2c0aed1f-15fd-498b-89c3-19a88b1cb2ca.jpg,"tf.Tensor(
[[[ 0.5540258   0.7657905   0.9837441 ]
  [ 0.57908636  0.7873647   0.9953059 ]
  [ 0.5988971   0.7969853   0.9959804 ]
  ...
  [-0.29913065  0.2969478   0.70479095]
  [-0.30340126  0.2926772   0.684834  ]
  [-0.28044125  0.3156372   0.7077941 ]]

 [[ 0.56373733  0.7720157   0.9831059 ]
  [ 0.57748234  0.78119415  0.989646  ]
  [ 0.58632356  0.77455884  0.9766666 ]
  ...
  [-0.27240193  0.29833338  0.7131128 ]
  [-0.24524489  0.32629246  0.72559524]
  [-0.27370086  0.2979413   0.6970344 ]]

 [[ 0.5726471   0.77073526  0.9697304 ]
  [ 0.58632356  0.77455884  0.9766666 ]
  [ 0.6156863   0.7882353   0.9764706 ]
  ...
  [-0.21568626  0.33333337  0.7411765 ]
  [-0.19449024  0.3545294   0.75452936]
  [-0.19436273  0.3546569   0.75465685]]

 ...

 [[ 0.28307524  0.5203792   0.649889  ]
  [ 0.5430738   0.69630903  0.7020834 ]
  [ 0.9317402   0.9977941   0.9642157 ]
  ...
  [ 0.38397866  0.4545669   0.44672376]
  [ 0.25146472  0.28283727  0.2906804 ]
  [ 0.21700364  0.24837619  0.25621933]]

 [[ 0.3150678   0.527402    0.614246  ]
  [ 0.5542755   0.71123934  0.7352561 ]
  [ 0.96816707  0.98191154  0.9975391 ]
  ...
  [ 0.33093122  0.40936258  0.41720572]
  [ 0.2131784   0.2897964   0.3054827 ]
  [ 0.1631672   0.23978522  0.25637817]]

 [[ 0.33424014  0.54600483  0.63227934]
  [ 0.5472119   0.7055697   0.7290991 ]
  [ 0.96242     0.9735719   0.9971013 ]
  ...
  [ 0.28970593  0.3681373   0.37598044]
  [ 0.19487692  0.27330828  0.28899455]
  [ 0.16297153  0.2414029   0.25708917]]], shape=(160, 160, 3), dtype=float32)"
389,[0.38075656 0.         0.59179693 ... 0.04415266 0.78358823 0.34844562],architecture,bbb55278-66ef-4448-8bfe-b846b2aae808.jpg,"tf.Tensor(
[[[0.7019608  0.91764706 0.8901961 ]
  [0.7019608  0.91764706 0.8901961 ]
  [0.7019608  0.91764706 0.8901961 ]
  ...
  [0.7019608  0.91764706 0.8901961 ]
  [0.6862745  0.9019608  0.8745098 ]
  [0.6862745  0.9019608  0.8745098 ]]

 [[0.7137255  0.9137255  0.8901961 ]
  [0.7137255  0.9137255  0.8901961 ]
  [0.7137255  0.9137255  0.8901961 ]
  ...
  [0.7137255  0.9137255  0.8901961 ]
  [0.69803923 0.8980392  0.8745098 ]
  [0.69803923 0.8980392  0.8745098 ]]

 [[0.7294118  0.89411765 0.88235295]
  [0.7294118  0.89411765 0.88235295]
  [0.7294118  0.89411765 0.88235295]
  ...
  [0.7176471  0.88235295 0.87058824]
  [0.7176471  0.88235295 0.87058824]
  [0.7176471  0.88235295 0.87058824]]

 ...

 [[0.7176471  0.9137255  0.8901961 ]
  [0.7176471  0.9137255  0.8901961 ]
  [0.7294118  0.9254902  0.9019608 ]
  ...
  [0.7176471  0.9137255  0.8901961 ]
  [0.7176471  0.9137255  0.8901961 ]
  [0.7176471  0.9137255  0.8901961 ]]

 [[0.7176471  0.9137255  0.8901961 ]
  [0.7176471  0.9137255  0.8901961 ]
  [0.7176471  0.9137255  0.8901961 ]
  ...
  [0.7019608  0.8980392  0.8745098 ]
  [0.7176471  0.9137255  0.8901961 ]
  [0.7176471  0.9137255  0.8901961 ]]

 [[0.7019608  0.8980392  0.8745098 ]
  [0.7019608  0.8980392  0.8745098 ]
  [0.7019608  0.8980392  0.8745098 ]
  ...
  [0.69411767 0.8901961  0.8666667 ]
  [0.7019608  0.8980392  0.8745098 ]
  [0.7019608  0.8980392  0.8745098 ]]], shape=(160, 160, 3), dtype=float32)"
390,[0.10349918 0.         0.         ... 0.         0.         0.0665337 ],wedding,6124a86f-54d9-4d70-9d77-5eda62123d79.jpg,"tf.Tensor(
[[[ 0.20784318  0.254902    0.254902  ]
  [ 0.20784318  0.254902    0.254902  ]
  [ 0.20784318  0.254902    0.254902  ]
  ...
  [ 0.00392163  0.05098045  0.05098045]
  [ 0.00392163  0.05098045  0.05098045]
  [ 0.00392163  0.05098045  0.05098045]]

 [[ 0.20784318  0.254902    0.254902  ]
  [ 0.20784318  0.254902    0.254902  ]
  [ 0.20784318  0.254902    0.254902  ]
  ...
  [ 0.01568633  0.06274515  0.06274515]
  [ 0.01568633  0.06274515  0.06274515]
  [ 0.01568633  0.06274515  0.06274515]]

 [[ 0.21568632  0.26274514  0.26274514]
  [ 0.21568632  0.26274514  0.26274514]
  [ 0.21176475  0.25882357  0.25882357]
  ...
  [ 0.01176476  0.05882359  0.05882359]
  [ 0.0196079   0.06666672  0.06666672]
  [ 0.0196079   0.06666672  0.06666672]]

 ...

 [[ 0.21176475  0.21176475  0.27450985]
  [ 0.21960789  0.21960789  0.28235298]
  [ 0.2313726   0.2313726   0.2941177 ]
  ...
  [-0.45686272 -0.33921567 -0.39411762]
  [-0.4588235  -0.34117645 -0.3960784 ]
  [-0.4607843  -0.34313723 -0.3980392 ]]

 [[ 0.22352946  0.22352946  0.28627455]
  [ 0.2313726   0.2313726   0.2941177 ]
  [ 0.23529416  0.23529416  0.29803926]
  ...
  [-0.50784314 -0.39019606 -0.445098  ]
  [-0.49411762 -0.37647057 -0.43137252]
  [-0.5098039  -0.39215684 -0.4470588 ]]

 [[ 0.22352946  0.22352946  0.28627455]
  [ 0.2313726   0.2313726   0.2941177 ]
  [ 0.24705887  0.24705887  0.30980396]
  ...
  [-0.5372549  -0.41960782 -0.47450978]
  [-0.5137255  -0.3960784  -0.45098037]
  [-0.51176476 -0.39411762 -0.44901958]]], shape=(160, 160, 3), dtype=float32)"
391,[0.         0.5207647  0.         ... 1.0181057  1.4002125  0.28570557],animals,caafb83b-11a0-4c15-8c67-2bd5e421fcad.jpg,"tf.Tensor(
[[[ 0.38627455  0.23725495 -0.02156863]
  [ 0.42549023  0.30000004  0.04117653]
  [ 0.6117647   0.49411768  0.25098044]
  ...
  [ 0.13725495  0.42156866 -0.8862745 ]
  [-0.00196075  0.2921569  -0.9862745 ]
  [-0.07843137  0.20784318 -0.9941176 ]]

 [[ 0.3784314   0.22549024 -0.04117647]
  [ 0.3901961   0.24705887 -0.01176469]
  [ 0.4921569   0.3686275   0.11372554]
  ...
  [ 0.12549025  0.4176471  -0.9372549 ]
  [ 0.0176471   0.31176475 -0.9705882 ]
  [-0.08039215  0.20196083 -0.982353  ]]

 [[ 0.38431376  0.22352946 -0.05490196]
  [ 0.39411768  0.23921573 -0.03137255]
  [ 0.4529412   0.30980396  0.05098045]
  ...
  [ 0.03725496  0.32745102 -1.        ]
  [-0.05294117  0.23333338 -1.        ]
  [-0.12549019  0.1568628  -0.99803925]]

 ...

 [[ 0.89215684  0.53137255 -0.07647058]
  [ 0.8862745   0.5254902  -0.07058823]
  [ 0.97843134  0.62352943  0.06666672]
  ...
  [-0.8627451  -0.8509804  -0.9862745 ]
  [-0.87058824 -0.8745098  -0.9882353 ]
  [-0.87058824 -0.89411765 -0.9882353 ]]

 [[ 0.9313725   0.5529412   0.06862751]
  [ 0.8843137   0.5058824   0.02156867]
  [ 0.9705882   0.59019613  0.11568633]
  ...
  [-0.7745098  -0.78627455 -0.95882356]
  [-0.7411765  -0.77254903 -0.9254902 ]
  [-0.7156863  -0.76666665 -0.9       ]]

 [[ 0.93921566  0.5666667   0.04901966]
  [ 0.93333334  0.56078434  0.03529418]
  [ 0.91568625  0.5431373   0.01372553]
  ...
  [-0.7117647  -0.74313724 -0.9431373 ]
  [-0.70392156 -0.7490196  -0.9254902 ]
  [-0.6960784  -0.754902   -0.91176474]]], shape=(160, 160, 3), dtype=float32)"
392,[2.1031492 0.        0.        ... 0.        0.7026615 0.       ],food,863721a9-0c7a-45b3-b6be-0f91d9001a33.jpg,"tf.Tensor(
[[[-3.1372547e-01 -5.4901963e-01 -7.8039217e-01]
  [-3.1372547e-01 -5.4901963e-01 -7.8039217e-01]
  [-3.1176469e-01 -5.4705882e-01 -7.7843142e-01]
  ...
  [-7.8431219e-03 -1.5294117e-01 -3.6862743e-01]
  [ 3.9215982e-03 -1.4117646e-01 -3.5686272e-01]
  [-3.9215386e-03 -1.4901960e-01 -3.6470586e-01]]

 [[-2.9999998e-01 -5.4705882e-01 -7.5490201e-01]
  [-2.9999998e-01 -5.4705882e-01 -7.5490201e-01]
  [-2.9215685e-01 -5.3921568e-01 -7.4705887e-01]
  ...
  [ 2.9802322e-08 -1.5294117e-01 -3.7647057e-01]
  [ 1.5686333e-02 -1.3725489e-01 -3.6078429e-01]
  [ 5.8823973e-03 -1.4705881e-01 -3.7058821e-01]]

 [[-3.5294116e-01 -5.7254905e-01 -7.6274514e-01]
  [-3.6274508e-01 -5.8235300e-01 -7.7254903e-01]
  [-3.6666664e-01 -5.8627450e-01 -7.7647060e-01]
  ...
  [ 3.9216280e-03 -1.6078430e-01 -3.9607841e-01]
  [ 1.5686333e-02 -1.4901960e-01 -3.8431370e-01]
  [ 1.9607902e-02 -1.4509803e-01 -3.8039213e-01]]

 ...

 [[-2.8431371e-01 -5.5098045e-01 -7.6274514e-01]
  [-2.8039214e-01 -5.4705882e-01 -7.5882351e-01]
  [-2.7843136e-01 -5.4509807e-01 -7.5686276e-01]
  ...
  [ 4.7450984e-01  3.5294175e-02 -4.2745095e-01]
  [ 4.4901964e-01  9.8039508e-03 -4.5294118e-01]
  [ 3.9411768e-01 -4.5098007e-02 -5.0784314e-01]]

 [[-3.2156861e-01 -5.8823532e-01 -8.0000001e-01]
  [-3.1960782e-01 -5.8627450e-01 -7.9803920e-01]
  [-3.3333331e-01 -6.0000002e-01 -8.1176472e-01]
  ...
  [ 4.7647062e-01  3.7254959e-02 -4.2549017e-01]
  [ 4.9019611e-01  5.0980449e-02 -4.1176468e-01]
  [ 4.8823532e-01  4.9019665e-02 -4.1372547e-01]]

 [[-3.2941175e-01 -5.9607846e-01 -8.0784315e-01]
  [-3.2941175e-01 -5.9607846e-01 -8.0784315e-01]
  [-3.5882351e-01 -6.2549019e-01 -8.3725488e-01]
  ...
  [ 4.4901964e-01  9.8039508e-03 -4.5294115e-01]
  [ 3.8039219e-01 -5.8823526e-02 -5.2156866e-01]
  [ 3.6274514e-01 -7.6470584e-02 -5.3921568e-01]]], shape=(160, 160, 3), dtype=float32)"
393,[0.20595008 0.         0.         ... 0.45177245 0.04293165 0.07171287],wedding,7cee4b54-8789-4903-8453-4eba774d4bcd.jpg,"tf.Tensor(
[[[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 ...

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]], shape=(160, 160, 3), dtype=float32)"
394,"[7.8317815e-01 0.0000000e+00 0.0000000e+00 ... 5.6318897e-01 9.3241167e-01
 9.1608049e-04]",food,1186cecd-aa57-453b-9867-141f591aee46.jpg,"tf.Tensor(
[[[-0.03921568 -0.37647057 -0.7058824 ]
  [-0.04117647 -0.37843135 -0.7078432 ]
  [-0.04313725 -0.38039213 -0.70980394]
  ...
  [ 0.03137261 -0.31372547 -0.5882353 ]
  [ 0.0568628  -0.28823528 -0.5627451 ]
  [ 0.02352947 -0.3215686  -0.59607846]]

 [[-0.06078431 -0.3980392  -0.72745097]
  [-0.06078431 -0.3980392  -0.72745097]
  [-0.04313725 -0.38039213 -0.70980394]
  ...
  [ 0.05098045 -0.29411763 -0.5686275 ]
  [ 0.04705888 -0.2980392  -0.57254905]
  [ 0.03137261 -0.31372547 -0.5882353 ]]

 [[-0.03137255 -0.36862743 -0.69803923]
  [-0.04117647 -0.37843135 -0.7078432 ]
  [-0.00588234 -0.34313723 -0.672549  ]
  ...
  [ 0.03529418 -0.3098039  -0.58431375]
  [ 0.05098045 -0.29411763 -0.5686275 ]
  [ 0.06078437 -0.2843137  -0.5588236 ]]

 ...

 [[ 0.07254907 -0.3352941  -0.6490196 ]
  [ 0.06470594 -0.34313723 -0.65686274]
  [ 0.10980397 -0.2980392  -0.6117647 ]
  ...
  [-0.01372549 -0.4215686  -0.7313726 ]
  [-0.01568626 -0.4235294  -0.72156864]
  [ 0.02156867 -0.3862745  -0.6843138 ]]

 [[ 0.06666672 -0.34117645 -0.654902  ]
  [ 0.0941177  -0.31372547 -0.627451  ]
  [ 0.07647064 -0.33137253 -0.6450981 ]
  ...
  [ 0.00196081 -0.39999998 -0.7313726 ]
  [-0.00784312 -0.41568625 -0.72745097]
  [-0.00784312 -0.41568625 -0.72156864]]

 [[ 0.07450986 -0.3333333  -0.64705884]
  [ 0.10196084 -0.30588233 -0.61960787]
  [ 0.10784319 -0.29999998 -0.61372554]
  ...
  [ 0.02745104 -0.38039213 -0.6843138 ]
  [-0.00784314 -0.41568625 -0.70980394]
  [-0.00784314 -0.41960782 -0.69803923]]], shape=(160, 160, 3), dtype=float32)"
395,[0.07882805 0.09662222 0.         ... 0.5538766  0.39140755 0.        ],animals,3b920e46-b4cb-4022-a89b-f68af084a077.jpg,"tf.Tensor(
[[[ 0.38627455  0.2921569  -0.15294117]
  [ 0.48823532  0.37058827 -0.1117647 ]
  [ 0.4901961   0.3411765  -0.1490196 ]
  ...
  [ 0.39607847  0.32156867 -0.13333333]
  [ 0.32156867  0.3058824  -0.14117646]
  [ 0.33333337  0.32352945 -0.1372549 ]]

 [[ 0.5058824   0.3921569  -0.04705882]
  [ 0.5588236   0.43725494 -0.04313725]
  [ 0.5764706   0.43137258 -0.06078431]
  ...
  [ 0.46274513  0.40980396 -0.01372547]
  [ 0.2941177   0.2941177  -0.12156862]
  [ 0.3058824   0.32156867 -0.11764705]]

 [[ 0.5352942   0.40196082 -0.02941175]
  [ 0.5627451   0.43725494 -0.04117647]
  [ 0.5803922   0.43921572 -0.05490196]
  ...
  [ 0.45686278  0.43333337  0.09607849]
  [ 0.37647063  0.41960788  0.09019613]
  [ 0.3176471   0.3686275   0.02352944]]

 ...

 [[ 0.5921569   0.627451    0.4666667 ]
  [ 0.454902    0.56078434  0.46274513]
  [ 0.26078436  0.45098042  0.39607847]
  ...
  [ 0.27254906  0.29019612  0.13333338]
  [ 0.427451    0.38823533  0.18823534]
  [ 0.37450984  0.3431373   0.08823535]]

 [[-0.05098037  0.30196083  0.15882358]
  [-0.1980392   0.25294122  0.13921574]
  [-0.26274508  0.22941181  0.16078436]
  ...
  [ 0.1568628   0.28627455  0.17254907]
  [ 0.22745103  0.30784318  0.16274515]
  [ 0.2568628   0.33333337  0.15294123]]

 [[-0.1607843   0.33529416  0.26470593]
  [-0.34313723  0.25098044  0.20784318]
  [-0.3333333   0.28823534  0.27450985]
  ...
  [-0.2117647   0.06078437  0.03137259]
  [-0.10392156  0.10980397  0.05490202]
  [-0.09411764  0.1196079   0.03921574]]], shape=(160, 160, 3), dtype=float32)"
396,[1.565813   0.6115297  0.26333997 ... 3.533999   0.         0.        ],babies,2e5f508b-a84e-4481-8913-0e58c833b266.jpg,"tf.Tensor(
[[[ 0.3058824   0.57254905  0.84705883]
  [ 0.31372553  0.5803922   0.85490197]
  [ 0.30980396  0.5764706   0.8509804 ]
  ...
  [ 0.37254906  0.64705884  0.8980392 ]
  [ 0.37254906  0.6392157   0.9137255 ]
  [ 0.37254906  0.6392157   0.9137255 ]]

 [[ 0.30980396  0.57254905  0.84705883]
  [ 0.3176471   0.5803922   0.85490197]
  [ 0.31372553  0.5764706   0.8509804 ]
  ...
  [ 0.37254906  0.64705884  0.8980392 ]
  [ 0.36470592  0.6313726   0.90588236]
  [ 0.36470592  0.6313726   0.90588236]]

 [[ 0.3411765   0.5882353   0.8666667 ]
  [ 0.37254906  0.61960787  0.8980392 ]
  [ 0.35294122  0.6         0.8784314 ]
  ...
  [ 0.37254906  0.64705884  0.8980392 ]
  [ 0.36470592  0.6313726   0.90588236]
  [ 0.36470592  0.6313726   0.90588236]]

 ...

 [[ 0.9882353   0.92156863  0.83137256]
  [ 0.80588233  0.79607844  0.7372549 ]
  [ 0.44705886  0.44901964  0.40000004]
  ...
  [-0.9627451  -0.6215687  -0.43137252]
  [-0.7745098  -0.5627451  -0.5294118 ]
  [ 0.18627453  0.4058824   0.15490198]]

 [[ 0.36274514  0.32352945  0.23333336]
  [-0.00784311 -0.0352941  -0.11372547]
  [ 0.29607847  0.2686275   0.19019611]
  ...
  [-0.982353   -0.68235296 -0.4823529 ]
  [-0.80980396 -0.5980392  -0.5509804 ]
  [ 0.3058824   0.5568628   0.3176471 ]]

 [[ 0.52745104  0.4901961   0.38235298]
  [ 0.972549    0.98039216  0.927451  ]
  [-0.19215685 -0.09607846 -0.05686274]
  ...
  [-1.         -0.7254902  -0.5764706 ]
  [-0.7784314  -0.5509804  -0.5470588 ]
  [ 0.1921569   0.46274513  0.1921569 ]]], shape=(160, 160, 3), dtype=float32)"
397,[0.9835446  0.         0.         ... 0.00956385 0.03124012 0.        ],food,c3f464c3-4235-4264-9e2a-648dc244d352.jpg,"tf.Tensor(
[[[-0.53725487 -0.6215687  -0.63725495]
  [ 0.2627451   0.17843139  0.10588238]
  [-0.5745098  -0.6686275  -0.8       ]
  ...
  [-0.65686274 -0.71960783 -0.80588233]
  [-0.4098039  -0.4882353  -0.582353  ]
  [-0.39999998 -0.49411765 -0.6039216 ]]

 [[-0.50196075 -0.58431375 -0.56470585]
  [ 0.02549022 -0.0588235  -0.07647055]
  [ 0.35882357  0.26274514  0.19607848]
  ...
  [-0.57450986 -0.63725495 -0.72352946]
  [-0.42941174 -0.50784314 -0.6019608 ]
  [-0.3843137  -0.47843134 -0.5882353 ]]

 [[-0.37647057 -0.4470588  -0.4235294 ]
  [-0.00196075 -0.07843134 -0.07843134]
  [ 0.3058824   0.22156867  0.19803926]
  ...
  [-0.4862745  -0.54901963 -0.63529414]
  [-0.43921566 -0.5176471  -0.6117647 ]
  [-0.4235294  -0.517647   -0.627451  ]]

 ...

 [[ 0.04705885  0.04705885  0.1411765 ]
  [-0.10392155 -0.10392155 -0.02549018]
  [ 0.07450984  0.07450984  0.14509808]
  ...
  [-0.44509804 -0.44509804 -0.42941177]
  [-0.6745098  -0.6745098  -0.65882355]
  [-0.5392157  -0.5392157  -0.5235294 ]]

 [[ 0.10392161  0.10392161  0.19803925]
  [-0.3470588  -0.3470588  -0.26862743]
  [-0.24313724 -0.24313724 -0.17254901]
  ...
  [-0.6039216  -0.6039216  -0.5882353 ]
  [-0.6058824  -0.6058824  -0.59019613]
  [-0.4705882  -0.4705882  -0.45490193]]

 [[-0.03725488 -0.03725488  0.05686279]
  [-0.02745096 -0.02745096  0.05098042]
  [-0.13137253 -0.13137253 -0.0607843 ]
  ...
  [-0.5176471  -0.5176471  -0.5019608 ]
  [-0.6647059  -0.6647059  -0.6490196 ]
  [-0.59607846 -0.59607846 -0.5803921 ]]], shape=(160, 160, 3), dtype=float32)"
398,[0.06252739 0.         0.         ... 0.11591234 1.4301037  0.2157253 ],wedding,e01dc175-415e-4d03-a31e-9e2359f78bbf.jpg,"tf.Tensor(
[[[ 0.16078436  0.30980396  0.54509807]
  [ 0.2313726   0.3803922   0.6156863 ]
  [ 0.28627455  0.43529415  0.67058825]
  ...
  [-0.4078431  -0.32549018 -0.31372547]
  [ 0.18823533  0.29607847  0.47450984]
  [ 0.22156867  0.38823533  0.63725495]]

 [[ 0.14901966  0.29803926  0.53333336]
  [ 0.2431373   0.3921569   0.627451  ]
  [ 0.27843142  0.427451    0.6627451 ]
  ...
  [ 0.14705884  0.27647063  0.44509807]
  [ 0.19607848  0.35098043  0.61960787]
  [ 0.2058824   0.42156866  0.6843138 ]]

 [[ 0.13333338  0.28235298  0.5176471 ]
  [ 0.24117652  0.3901961   0.6254902 ]
  [ 0.26078436  0.40980396  0.6450981 ]
  ...
  [ 0.23529416  0.4039216   0.6666667 ]
  [ 0.19607848  0.37647063  0.7137255 ]
  [ 0.16078436  0.39803925  0.6666667 ]]

 ...

 [[ 0.23725495  0.24509808  0.2058824 ]
  [ 0.1431373   0.15098044  0.11176476]
  [ 0.18627456  0.1941177   0.15490201]
  ...
  [-0.18039215 -0.03529409 -0.18823525]
  [-0.05686271  0.08039218 -0.03725487]
  [ 0.0039216   0.13921571  0.02549022]]

 [[ 0.17058828  0.17843142  0.13529417]
  [ 0.15882356  0.1666667   0.12352945]
  [-0.25098038 -0.24313724 -0.2862745 ]
  ...
  [-0.21960783  0.12941182 -0.39019606]
  [-0.19999999  0.14705887 -0.3470588 ]
  [-0.17843136  0.16666672 -0.31372547]]

 [[ 0.14705884  0.15490198  0.10784316]
  [-0.22941175 -0.22156861 -0.26862743]
  [ 0.6058824   0.61372554  0.5666667 ]
  ...
  [-0.11568627  0.19803926 -0.30784312]
  [-0.12549019  0.18823534 -0.3333333 ]
  [-0.10392156  0.20980397 -0.32745096]]], shape=(160, 160, 3), dtype=float32)"
399,[0.26465496 0.         0.         ... 0.34937495 0.         1.2053875 ],babies,ac2cf585-3a14-4487-b82a-ccfebc79e3e1.jpg,"tf.Tensor(
[[[ 0.9764706   0.99215686  0.6784314 ]
  [ 0.9764706   0.99215686  0.6784314 ]
  [ 0.9843137   1.          0.67303926]
  ...
  [ 0.37132356  0.30073532  0.07083338]
  [ 0.36470592  0.2941177   0.05098045]
  [ 0.36470592  0.2941177   0.05098045]]

 [[ 0.9764706   0.97950983  0.64529413]
  [ 0.9805389   0.98357815  0.64936244]
  [ 0.9863404   0.9893796   0.65516394]
  ...
  [ 0.37132356  0.30073532  0.07083338]
  [ 0.36470592  0.2941177   0.05098045]
  [ 0.36470592  0.2941177   0.05098045]]

 [[ 0.9617264   0.94573534  0.57687354]
  [ 0.96403646  0.94754905  0.58036005]
  [ 0.9698529   0.9553922   0.58137256]
  ...
  [ 0.37132356  0.30073532  0.07083338]
  [ 0.36470592  0.2941177   0.05098045]
  [ 0.36470592  0.2941177   0.05098045]]

 ...

 [[ 0.3489936   0.26517007  0.01296419]
  [ 0.4540686   0.3702451   0.12529413]
  [ 0.3230469   0.23818938  0.00618874]
  ...
  [-0.01129744 -0.06390931 -0.33199295]
  [-0.16055468 -0.22329977 -0.5056527 ]
  [ 0.31883505  0.25608996 -0.02626299]]

 [[ 0.53771347  0.46712524  0.20830171]
  [ 0.492455    0.41946483  0.18593541]
  [ 0.26100916  0.18257777 -0.01595168]
  ...
  [-0.03678353 -0.1061463  -0.36864626]
  [ 0.08161727  0.01887217 -0.26348078]
  [-0.00278632 -0.06553142 -0.3478844 ]]

 [[ 0.46128124  0.390693    0.13186951]
  [ 0.21011208  0.13712189 -0.09640757]
  [ 0.4371003   0.35866892  0.16013953]
  ...
  [-0.15059246 -0.2199552  -0.48245522]
  [ 0.04993578 -0.01280937 -0.2951623 ]
  [ 0.0457781  -0.01696703 -0.29931995]]], shape=(160, 160, 3), dtype=float32)"
400,[0.         0.77086484 0.         ... 2.5339222  0.05465816 0.0270109 ],food,913a37e7-bb00-45a8-bade-72d6f25cfb82.jpg,"tf.Tensor(
[[[ 0.654902    0.18235299 -0.30588233]
  [ 0.67058825  0.21372554 -0.25098038]
  [ 0.68039215  0.24509808 -0.18431371]
  ...
  [ 0.69411767  0.60784316  0.56078434]
  [ 0.69411767  0.60784316  0.56078434]
  [ 0.69411767  0.60784316  0.56078434]]

 [[ 0.66078436  0.19215691 -0.27843136]
  [ 0.6784314   0.22549024 -0.21764705]
  [ 0.68039215  0.254902   -0.15098038]
  ...
  [ 0.69411767  0.60784316  0.56078434]
  [ 0.69411767  0.60784316  0.56078434]
  [ 0.69411767  0.60784316  0.56078434]]

 [[ 0.68235296  0.22352946 -0.21764705]
  [ 0.6666667   0.22549024 -0.19215685]
  [ 0.6647059   0.25098044 -0.12549019]
  ...
  [ 0.6862745   0.6         0.5529412 ]
  [ 0.6784314   0.5921569   0.54509807]
  [ 0.6784314   0.5921569   0.54509807]]

 ...

 [[ 0.38431376 -0.35686272 -0.6117647 ]
  [ 0.33333337 -0.28235292 -0.58235294]
  [ 0.35686278 -0.272549   -0.6254902 ]
  ...
  [ 0.6784314   0.4666667   0.23529416]
  [ 0.69411767  0.48823532  0.26274514]
  [ 0.6450981   0.46862748  0.25294122]]

 [[ 0.5588236  -0.43921566 -0.6294118 ]
  [ 0.3431373  -0.55098045 -0.78039217]
  [ 0.5470588  -0.2490196  -0.5764706 ]
  ...
  [ 0.65686274  0.3901961   0.1176471 ]
  [ 0.70980394  0.45098042  0.1686275 ]
  [ 0.65686274  0.43725494  0.19803926]]

 [[ 0.6117647  -0.68039215 -0.7980392 ]
  [ 0.5470588  -0.627451   -0.79019606]
  [ 0.42156866 -0.56078434 -0.84901965]
  ...
  [ 0.40000004  0.05294122 -0.28235292]
  [ 0.627451    0.23529416 -0.1372549 ]
  [ 0.5862745   0.23333338 -0.10980392]]], shape=(160, 160, 3), dtype=float32)"
